NumeroArticulo,DescripcionArticulo,EnStock,UnidadMedida,GrupoArticulos,UltimaFechaCompra,UltimoPrecioCompra,UltimaMonedaCompra,
AC1528,SET DE 2 PIEZAS PARA SERVIR CON BASE DE BAMBU,4,UNIDAD,ACCESORIOS,10/09/2025,779,COR,
AC1532,GRAPA INDUSTRIAL 23/10,10,UNIDAD,ACCESORIOS,12/09/2025,27.945,COR,
AC1533,TONER HP LASERJET 230A,4,UNIDAD,ACCESORIO DE COMPUTO,12/09/2025,"4,243.50",COR,
AC1534,CONTENEDOR P/BASURA CON RODO Y PEDAL,23,UNIDAD,ACCESORIOS,22/10/2025,"5,438.71",COR,
AC1535,PROTECTOR PARA MESA,2,UNIDAD,ACCESORIOS,18/09/2025,300,COR,
AC1541,MANTEL DE TELA,4,UNIDAD,ACCESORIOS,17/10/2025,800,COR,
AC1542,BASE DE ANCLAJE PARA LAVADORA LN-22,1,UNIDAD,ACCESORIOS,18/10/2025,"3,635.52",COR,
AC1544,TENSOR DE ACERO 3/8 Pulgadas,2,UNIDAD,ACCESORIOS,22/10/2025,72.81,COR,
AC1545,ROTULO METALICO C/IMPRESIÓN EN VINIL REFLECTIVO C/PARAL DE 2 PulgadasX2 PulgadasX3M,5,UNIDAD,ACCESORIOS,29/10/2025,"4,980.00",COR,
AC1546,BOLSA CAFE 3.35 X 2.5X13 ALUMINIZADA C/VALVULA,49,UNIDAD,ACCESORIOS,, -   ,,
AC1548,BOLSA AUTOSOSTENBILE 6X9X1.65 PAPEL KRAFT CON VENTANA,38,UNIDAD,ACCESORIOS,, -   ,,
AC1549,SACO BLANCO 17X23.5 SIN IMPRESION,38,UNIDAD,ACCESORIOS,, -   ,,
AC160,BROCA P/CONCRETO 1/2x6,4,UNIDAD,ACCESORIOS,11/09/2024,142.518,COR,
AC162,BROCA DE COBALTO 1/2,1,UNIDAD,ACCESORIOS,14/11/2022,510,COR,
AC168,BARRA DE NYLON 3 Pulgadas X 67.5 CM,1,UNIDAD,ACCESORIOS,26/02/2022,320,USD,
AC183,AUTOMATO 5SX 2P 2A,1,UNIDAD,ACCESORIOS,01/06/2018,22.5,USD,
AC186,PERNO HEX. 3/4 PulgadasX3 Pulgadas GR-8,31,UNIDAD,REPUESTOS,14/07/2021,31.08,COR,
AC204,CEPILLO CONICO 4 Pulgadas,15,UNIDAD,ACCESORIOS,09/05/2025,110.71,COR,
AC212,ROLLO DE PLASTICO (diferentes colores),1,UNIDAD,ACCESORIOS,22/11/2021,"4,420.00",COR,
AC216,CANDADO MEDIANO,1,UNIDAD,ACCESORIOS,18/06/2025,260,COR,
AC224,CAJA SPLITTER T. V.,7,UNIDAD,ACCESORIOS,17/12/2022,54.9,COR,
AC230,BROCA P/METAL DIFERENTES MEDIDAS,3,UNIDAD,ACCESORIOS,24/11/2018,397.27,COR,
AC231,BAJANTE P/ LAVAMANOS,2,UNIDAD,ACCESORIOS,04/06/2020,110,COR,
AC232,CUCHILLA SCUTER,6,UNIDAD,ACCESORIOS,12/09/2025,51.54,COR,
AC235,LLAVE ANGULO DE 1/2 P/LAVAMANOS,1,UNIDAD,ACCESORIOS,28/03/2023,120,COR,
AC236,TRAMPA P/LAVAMANOS 1- 1/4,10,UNIDAD,ACCESORIOS,25/10/2024,3.48,USD,
AC239,SIFONES,1,UNIDAD,ACCESORIOS,04/06/2020,60,COR,
AC241,LLAVE TEMPORIZADORA P/URINARIO,1,UNIDAD,ACCESORIOS,05/02/2022,"1,657.16",COR,
AC248,AGUJAS P/COSER SACOS,60,UNIDAD,ACCESORIOS,05/07/2024,3,USD,
AC249,HILAZA,535,LIBRAS,ACCESORIOS,05/09/2025,13.5,COR,
AC252,ADAPTADOR HEMBRA PVC 2 Pulgadas,10,UNIDAD,ACCESORIOS,09/04/2025,60,COR,
AC256,LLAVE P/CAMPANA,7,UNIDAD,ACCESORIOS,18/03/2017,747.2,COR,
AC257,BALDES PLASTICOS VACIOS,6,UNIDAD,ACCESORIOS,22/10/2025,150,COR,
AC269,LLAVE CHORRO DE 1/2,13,UNIDAD,ACCESORIOS,22/11/2024,468.7,COR,
AC270,ESCOBILLONES,8,UNIDAD,ACCESORIOS,12/09/2025,286.41,COR,
AC277,REDUCTOR PVC 2X1/2,19,UNIDAD,ACCESORIOS,12/08/2022,49.617,COR,
AC287,ENVASES PLASTICOS 12 OZ,"1,231.00",UNIDAD,ACCESORIOS,19/08/2023,4.2,COR,
AC298,REDUCTOR PVC 2X1-1/2,118,UNIDAD,ACCESORIOS,21/11/2022,60,COR,
AC299,FULMINANTE N°2RS,400,UNIDAD,ACCESORIOS,02/05/2017,3.54,COR,
AC304,POLINES DE MADERA,185,UNIDAD,ACCESORIOS,24/10/2025,330,COR,
AC308,REGADERA,1,UNIDAD,ACCESORIOS,22/05/2017,80,COR,
AC315,RACOR RECTO METALICO 1/4 Pulgadas G X1/4 Pulgadas,2,UNIDAD,ACCESORIOS,05/05/2022,0.73,USD,
AC316,SILENCIADOR BRONCE 1/4,18,UNIDAD,ACCESORIOS,04/06/2025,82.8,COR,
AC324,CINTAS DE PRECAUCION AMARILLA,9,UNIDAD,ACCESORIOS,10/10/2025,194.46,COR,
AC325,PISTOLA PARA SILICON,1,UNIDAD,ACCESORIOS,12/12/2024,105,COR,
AC328,BATERIAS AA,8,PAR,ACCESORIOS,12/09/2025,68.31,COR,
AC332,BRIDA PVC 4 Pulgadas,4,UNIDAD,ACCESORIOS,16/06/2017,536.36,COR,
AC333,ABRAZADERA HF8X2,3,UNIDAD,ACCESORIOS,11/06/2021,211.2,USD,
AC337,BOQUILLA  55969188,20,UNIDAD,ACCESORIOS,01/08/2020,"4,802.14",COR,
AC342,RACOR METALICO 1/4X8MM,6,UNIDAD,ACCESORIOS,25/09/2021,1.7,USD,
AC343,RACOR UNION TEE 8MM,6,UNIDAD,ACCESORIOS,17/07/2017,6.6,USD,
AC344,PASTA P/CAUTIL & ESTAÑO,1,UNIDAD,ACCESORIOS,22/03/2023,85,COR,
AC356,ROTULOS PVC,214,UNIDAD,ACCESORIOS,17/10/2025,64.109,COR,
AC372,PIEDRA PARA ESMERILAR,5,UNIDAD,ACCESORIOS,23/09/2023,294,COR,
AC378,TORNILLO GALVANIZADO 6 X 1,82,UNIDAD,ACCESORIOS,, -   ,,
AC380,TENAZA POLO TIERRA,10,UNIDAD,ACCESORIOS,26/03/2025,225.824,COR,
AC382,BROCA SIERRA 5/8,1,UNIDAD,ACCESORIOS,, -   ,,
AC385,CARCASA AZUL 10 P/FILTRO PURIFICADOR DE AGUA,2,UNIDAD,ACCESORIOS,05/05/2023,"1,091.57",COR,
AC386,HDMI SWITCH IMPUT TO TV,1,UNIDAD,ACCESORIOS,, -   ,,
AC387,TERMINAL DE BATERIA A1-13,2,UNIDAD,ACCESORIOS,, -   ,,
AC388,HDMI SPLITER 1T8,1,UNIDAD,ACCESORIOS,09/07/2018,120,COR,
AC392,DETERGENTE INDUSTRIAL KILOGRAMOS,325,KILOGRAMOS,ACCESORIOS,29/10/2025,38.55,COR,
AC396,VALVULA MARIPOSA 2 Pulgadas,1,UNIDAD,ACCESORIOS,26/01/2018,"1,840.25",COR,
AC409,TERMOMETRO BIMETALICO 000-300 GRADOS,1,UNIDAD,ACCESORIOS,20/03/2018,72,USD,
AC413,CONECTOR RAPIDO PARA CABLE 2MB,1,UNIDAD,REPUESTOS,01/02/2022,477.343,COR,
AC417,CARPA PARA CAMION,3,UNIDAD,ACCESORIOS,12/08/2025,"38,500.00",COR,
AC422,PORTA DADO PARA TARRAJA DIFERENTES MEDIDAS,1,UNIDAD,ACCESORIOS,28/05/2018,974,COR,
AC423,PISTOLA PARA HIDROLAVADORA,5,UNIDAD,ACCESORIOS,06/06/2025,"3,158.48",COR,
AC424,LANZA DE AGARRE PARA HIDROLAVADORA,1,UNIDAD,ACCESORIOS,09/04/2025,"3,256.24",COR,
AC439,BRIDA METALICA 6 Pulgadas SIN FIN,6,UNIDAD,ACCESORIOS,16/12/2024,77.728,COR,
AC443,VALVULA TR 413,4,UNIDAD,ACCESORIOS,15/12/2020,0.34,USD,
AC445,ACOPLE ROSCADO PARA MANGUERA DE OXICORTE,3,UNIDAD,ACCESORIOS,03/09/2024,100.615,COR,
AC446,ACOPLE ROSCADO PARA MANGUERA DE ACETILENO,4,UNIDAD,ACCESORIOS,28/08/2018,1.97,USD,
AC447,PLASTICO PARA PALETIZAR,5,UNIDAD,ACCESORIOS,12/09/2025,269.1,COR,
AC463,PALA PLASTICA,59,UNIDAD,ACCESORIOS,05/09/2025,59.513,COR,
AC465,PASTE VERDE,14,UNIDAD,ACCESORIOS,05/09/2025,13.19,COR,
AC466,CEPILLO DE MANO,58,UNIDAD,ACCESORIOS,09/05/2025,30.99,COR,
AC467,SELLADOR TRANSPARENTE,44,UNIDAD,ACCESORIOS,18/07/2025,32.34,COR,
AC468,LIBRO DE ACTA,15,UNIDAD,ACCESORIOS,10/04/2024,138.471,COR,
AC471,FIBRA DE VIDRIO,30,YARDAS,ACCESORIOS,15/12/2024,140,COR,
AC472,RESALTADORES,9,UNIDAD,ACCESORIOS,04/04/2025,20.03,COR,
AC473,MARCADORES,134,UNIDAD,ACCESORIOS,29/05/2025,23,COR,
AC474,BLOCK TC AMARILLO,2,UNIDAD,ACCESORIOS,18/07/2025,30.63,COR,
AC475,AMPOS,49,UNIDAD,ACCESORIOS,18/07/2025,80.1,COR,
AC476,CALCULADORA,10,UNIDAD,ACCESORIOS,17/01/2025,234.95,COR,
AC477,TIJERA,4,UNIDAD,ACCESORIOS,12/09/2025,38.64,COR,
AC479,MINA P/LAPIZ,6,UNIDAD,ACCESORIOS,27/01/2020,4.25,COR,
AC481,REGLAS PLASTICA,8,UNIDAD,ACCESORIOS,12/09/2025,5.53,COR,
AC483,PAPEL BOND,14,UNIDAD,ACCESORIOS,12/09/2025,182.551,COR,
AC484,FOLDER,7,UNIDAD,ACCESORIOS,18/07/2025,194.65,COR,
AC485,FASTENER,29,UNIDAD,ACCESORIOS,17/01/2025,47.7,COR,
AC486,GRAPAS,8,UNIDAD,ACCESORIOS,12/09/2025,26.45,COR,
AC487,POSTIC,10,UNIDAD,ACCESORIOS,12/09/2025,46.287,COR,
AC488,TABLA CON CLAMP,6,UNIDAD,ACCESORIOS,12/09/2025,47.45,COR,
AC489,CLIP MEGA,12,CAJA,ACCESORIOS,12/09/2025,10.626,COR,
AC493,MECHA PARA LAMPASO,23,UNIDAD,ACCESORIOS,05/09/2025,72.875,COR,
AC495,BLOCK DE SOLICITUD PEDIDO A BODEGA,240,UNIDAD,ACCESORIOS,24/09/2025,58,COR,
AC496,TONER HP,2,UNIDAD,ACCESORIOS,28/10/2020,"3,640.00",COR,
AC498,GLADE,4,UNIDAD,ACCESORIOS,05/09/2025,131.158,COR,
AC499,PANAS PLASTICAS,26,UNIDAD,ACCESORIOS,13/10/2025,70,COR,
AC501,BROCA ANULAR 7/16 PulgadasX2 Pulgadas,1,UNIDAD,ACCESORIOS,17/02/2019,"1,240.00",COR,
AC503,BROCA ANULAR 7/8 PulgadasX2 Pulgadas,1,UNIDAD,ACCESORIOS,17/02/2019,"1,590.00",COR,
AC504,BROCA ANULAR 1 PulgadasX2 Pulgadas,1,UNIDAD,ACCESORIOS,17/02/2019,"1,800.00",COR,
AC510,BROCA CENTRO HSS N°6,2,UNIDAD,ACCESORIOS,24/09/2025,170.2,COR,
AC511,BROCA CENTRO HSS N°4,3,UNIDAD,ACCESORIOS,24/09/2025,73.6,COR,
AC515,CAJA PLASTICA CON TAPA,8,UNIDAD,ACCESORIOS,20/06/2025,"1,264.94",COR,
AC517,TEYPE DOBLE CONTACTO,27,UNIDAD,ACCESORIOS,12/09/2025,71.5,COR,
AC518,PAPEL HP Q1396A,1,UNIDAD,ACCESORIOS,09/07/2025,996.3,COR,
AC524,CEPILLO COPA 4 1/2,2,UNIDAD,ACCESORIOS,04/03/2025,160,COR,
AC533,LAPIZ GRAFITO,18,UNIDAD,ACCESORIOS,18/07/2025,2.46,COR,
AC534,CERA CUENTA FACIL,7,UNIDAD,ACCESORIOS,25/05/2023,27,COR,
AC540,BATERIA AR 9V,4,UNIDAD,ACCESORIOS,20/03/2025,160,COR,
AC544,CARTUCHO HP 711,1,UNIDAD,ACCESORIOS,09/07/2025,"1,678.95",COR,
AC550,SILICON,5,UNIDAD,ACCESORIOS,13/12/2022,8,COR,
AC551,ETIQUETA PARA FOLDER,6,UNIDAD,ACCESORIOS,18/07/2025,30.98,COR,
AC552,BANDERA ADESIVA,10,UNIDAD,ACCESORIOS,12/09/2025,21.92,COR,
AC554,TERMO GRANDE,3,UNIDAD,ACCESORIOS,12/05/2025,750,COR,
AC555,TAPA PARA INODORO,2,UNIDAD,ACCESORIOS,28/05/2019,250,COR,
AC563,REDUCTOR PVC 3/4 PulgadasX1/2 Pulgadas,1,UNIDAD,ACCESORIOS,08/07/2025,10,COR,
AC571,ENGRAPADORA,9,UNIDAD,ACCESORIOS,04/04/2025,117.9,COR,
AC574,BOLSA PARA JARDINERIA,"1,155.00",UNIDAD,ACCESORIOS,05/09/2025,5.73,COR,
AC575,FELPA ALTA DENSIDAD DE 9X1 1/2,6,UNIDAD,ACCESORIOS,12/09/2025,69.58,COR,
AC576,PORTA ELECTRODO 600 AMP,3,UNIDAD,ACCESORIOS,08/05/2025,"1,076.36",COR,
AC582,CARPETA PLASTICA,3,UNIDAD,ACCESORIOS,12/09/2025,11.5,COR,
AC585,PERNO METRICO 20X80,2,UNIDAD,ACCESORIOS,16/06/2019,74,COR,
AC586,TUERCA METRICA 20,"1,596.00",UNIDAD,ACCESORIOS,28/06/2022,24.774,COR,
AC587,TAZA DE CAFÉ,3,UNIDAD,ACCESORIOS,09/04/2025,55,COR,
AC601,MEDICAMENTO,"1,477.00",UNIDAD,ACCESORIOS,10/10/2025,11.82,COR,
AC610,COCINA ELECTRICA,2,UNIDAD,ACCESORIOS,27/03/2025,500,COR,
AC614,CLIP DE CINTURON PARA NX240,1,UNIDAD,ACCESORIOS,30/01/2023,15,USD,
AC616,TRAMPA PARA RATAS,345,UNIDAD,ACCESORIOS,15/10/2020,20.75,COR,
AC617,TUERCA 5/16 Pulgadas,116,UNIDAD,ACCESORIOS,01/09/2021,4,COR,
AC622,CONECTOR PARA MANGUERA 6MM,12,UNIDAD,ACCESORIOS,01/08/2019,1.35,USD,
AC626,ALMOHADILLA PARA MOUSE,1,UNIDAD,ACCESORIOS,12/09/2025,207,COR,
AC627,BOLSA PLASTICA TRANSPARENTE,15,UNIDAD,ACCESORIOS,27/10/2022,12,COR,
AC628,ROTULA 3/8 HILO FINO,2,UNIDAD,ACCESORIOS,18/08/2019,"1,300.00",COR,
AC644,PRISIONERO ALLEN 5/16X1/2,142,UNIDAD,ACCESORIOS,20/09/2019,2.44,COR,
AC648,BATERIA AAA,19,PAR,ACCESORIOS,12/09/2025,69.345,COR,
AC650,BROCA SDS PLUS 3/4X6 PulgadasX8 Pulgadas,1,UNIDAD,ACCESORIOS,08/02/2023,383,COR,
AC659,PRISIONERO ALLEN 5/8X1 Pulgadas,39,UNIDAD,ACCESORIOS,03/09/2022,69.049,COR,
AC660,PERNO 1X8 Pulgadas,10,UNIDAD,ACCESORIOS,25/09/2021,297.376,COR,
AC668,FRESA 4 FILOS CARBURO TICN 3/8 IMCO,1,UNIDAD,ACCESORIOS,01/02/2023,638.4,COR,
AC671,MARCHAMOS BC/LA PLAST HL SEAL,200,UNIDAD,ACCESORIOS,17/01/2025,5.86,COR,
AC673,CARTON DUPLEZ T CARTULINA,6,UNIDAD,ACCESORIOS,03/12/2022,38,COR,
AC674,SACAGRAPA,4,UNIDAD,ACCESORIOS,17/01/2025,20.7,COR,
AC675,TECLADO PARA PC,5,UNIDAD,ACCESORIOS,13/09/2024,340.232,COR,
AC676,PIZARRA ESTIDISTICA IMPRESA EN VINIL,1,UNIDAD,ACCESORIOS,19/10/2022,275,USD,
AC679,PASTE CON ESPONJA,71,UNIDAD,ACCESORIOS,05/09/2025,14.18,COR,
AC683,PRISIONERO ALLEN 3/16X6-40,50,UNIDAD,ACCESORIOS,09/11/2019,32.67,COR,
AC684,PRISIONERO ALLEN  1/4X3/8 Pulgadas,18,UNIDAD,ACCESORIOS,26/11/2019,506,COR,
AC687,PASTA REVELADORA DE AGUA,3,UNIDAD,ACCESORIOS,25/06/2020,591.5,COR,
AC691,TINTA PARA SELLO,12,UNIDAD,ACCESORIOS,17/01/2025,54.625,COR,
AC692,PERFORADORA INDUSTRIAL UNVIERSAL,2,UNIDAD,ACCESORIOS,29/05/2025,"3,232.70",COR,
AC696,FORMATO INGRESO DE FRUTO SAN JOSE,255,BLOCK,ACCESORIOS,01/05/2020,2.12,USD,
AC697,FORMATO INGRESO DE FRUTO EXTRACEITE,387,BLOCK,ACCESORIOS,06/10/2023,3.292,USD,
AC698,FORMATO BOLETA DESPACHO,696,BLOCK,ACCESORIOS,09/02/2023,172.5,COR,
AC699,FORMATO COMPROBANTE DE PAGO,20,BLOCK,ACCESORIOS,11/07/2025,90,COR,
AC704,CINTA DHS OCL 1 LB 1/4,8,UNIDAD,ACCESORIOS,09/07/2025,"2,744.80",COR,
AC719,PERNO ALLEN FLAT METALICO 14X25,50,UNIDAD,ACCESORIOS,28/12/2019,52.06,COR,
AC722,LINTERNA PARA CABEZA,11,UNIDAD,ACCESORIOS,29/10/2025,860,COR,
AC724,PERNO 05-1594,2,UNIDAD,ACCESORIOS,01/01/2020,18.06,COR,
AC737,CARTUCHO EPSON T664,41,UNIDAD,ACCESORIOS,21/07/2022,427.7,COR,
AC742,RODO DE 9 Pulgadas,13,UNIDAD,ACCESORIOS,12/09/2025,46.58,COR,
AC743,HOJAS PLASTICAS,"1,000.00",UNIDAD,ACCESORIOS,07/11/2022,1.783,COR,
AC751,PERNO ALLEN M10X30,6,UNIDAD,ACCESORIOS,29/04/2024,15,COR,
AC752,CORDON DE AMARRE,25,METRO,ACCESORIOS,27/01/2020,76.5,COR,
AC755,BALINERA 2213 C3,5,UNIDAD,ACCESORIOS,30/01/2020,"2,580.00",COR,
AC756,PERNO ALLEN AVELLANADO 1/2X1 Pulgadas,96,UNIDAD,ACCESORIOS,03/02/2020,149.99,COR,
AC757,TUERCA METRICA M10,152,UNIDAD,ACCESORIOS,09/07/2022,3.167,COR,
AC758,ARANDELA PLANA METRICA M10,298,UNIDAD,ACCESORIOS,09/07/2022,1.111,COR,
AC760,BATERIA  PARA RADIO KENWOOD,1,UNIDAD,ACCESORIOS,11/11/2022,65,USD,
AC761,EMPAQUE DE BOMBILLO DE 2 Pulgadas,9,UNIDAD,ACCESORIOS,05/02/2020,106.68,COR,
AC762,CINTA DE AMARRE PARA CARGA 4 Pulgadas,2,UNIDAD,ACCESORIOS,01/03/2021,"1,915.00",COR,
AC763,SOBRE MANILA,90,UNIDAD,ACCESORIOS,18/07/2025,3.105,COR,
AC774,JABON LIQUIDO,7,GALON,ACCESORIOS,05/09/2025,121.303,COR,
AC778,CLAMP GRANDE,31,CAJA,ACCESORIOS,18/07/2025,74.382,COR,
AC780,PAPEL KRAFT TUBO 36 Pulgadas,1,ROLLO,ACCESORIOS,13/03/2020,"1,457.31",COR,
AC781,MASKING TAPE HIGLAND 2 Pulgadas X 27 YDS,20,UNIDAD,ACCESORIOS,12/09/2025,59.5,COR,
AC795,QUAT ULTRA (SANITIZANTE A BASE DE AMONIO CUATERNARIO),19,GALON,ACCESORIOS,30/03/2021,327.57,COR,
AC798,LINTERNA RECARGABLE 180 LUMENES 3LED TRUPER,1,UNIDAD,ACCESORIOS,18/10/2021,230,COR,
AC799,CABLE EXT BOOM,1,ROLLO,ACCESORIOS,31/03/2020,"28,945.00",COR,
AC808,CONTADOR DE TIEMPO SIEMENS 48X48MM 230Vac 60Hz,18,UNIDAD,ACCESORIOS,13/08/2025,"1,709.13",COR,
AC809,ALCOHOL GEL,23,GALON,ACCESORIOS,07/05/2022,382.825,COR,
AC812,PAPEL AISLANTE NOMEX #12,3,UNIDAD,ACCESORIOS,10/09/2025,207,COR,
AC815,PLUVIOMETRO ALL-WEATHER,2,UNIDAD,ACCESORIOS,30/04/2025,"2,194.57",COR,
AC820,MICRO TUBO POLIETILENO 4/7 TBN60CM,50,UNIDAD,ACCESORIOS,06/05/2020,1.3,USD,
AC821,NEBULIZADOR SUPER FOGGER 4 SALIDAS DE 20.8 LPH 4/7,50,UNIDAD,ACCESORIOS,06/05/2020,3.5,USD,
AC822,TUBERIA DE POLIETILENO 16MM 2.5 ESPESOR 1MM,50,METRO,ACCESORIOS,06/05/2020,0.28,USD,
AC823,CONECTOR CODO DENTADO 90°X16MM TAVLIT,10,UNIDAD,ACCESORIOS,06/05/2020,0.25,USD,
AC824,CONECTOR TEE DENTADO DE 16MM SALEPLAS,10,UNIDAD,ACCESORIOS,09/06/2020,100,COR,
AC826,BOLSA ZIPLO STORAGE,2,CAJA,ACCESORIOS,11/10/2024,735.945,COR,
AC828,CANDADO GRANDE,5,UNIDAD,ACCESORIOS,27/08/2025,555.493,COR,
AC829,LIQUIDO PARA LIMPIAR PIZARRA 250ML #32,6,UNIDAD,ACCESORIOS,18/07/2025,40.91,COR,
AC836,DISPENSADOR DE AGUA - OASIS,2,UNIDAD,ACCESORIOS,17/10/2025,"5,697.00",COR,
AC837,CHINELA CROCS,7,PAR,ACCESORIOS,18/07/2025,500,COR,
AC838,ATOMIZADOR,5,UNIDAD,ACCESORIOS,05/07/2025,100,COR,
AC840,ESCURRIDOR DE PISO,10,UNIDAD,ACCESORIOS,05/09/2025,"1,113.38",COR,
AC846,BATERIA TIPO C,3,PAR,ACCESORIOS,25/05/2020,78.09,COR,
AC853,OXIMETRO DE PULSO,1,UNIDAD,ACCESORIOS,06/06/2020,"3,100.00",COR,
AC856,SELLADOR HIDRAULICO LOCTITE 545 50ML,5,UNIDAD,ACCESORIOS,11/06/2020,"1,085.12",COR,
AC860,BROCA SDS PLUS 1 PulgadasX8 PulgadasX10 Pulgadas,3,UNIDAD,ACCESORIOS,08/02/2023,896,COR,
AC862,CINCEL SDS MAX PLANO 1X15 Pulgadas,1,UNIDAD,ACCESORIOS,13/06/2020,"1,096.52",COR,
AC866,ALFOMBRA ERGONOMICA ANTIFATIGA 92X92CM,2,UNIDAD,ACCESORIOS,07/07/2022,27.757,USD,
AC873,PIEDRA ESMERIL 6 Pulgadas,1,UNIDAD,ACCESORIOS,16/05/2025,893.95,COR,
AC874,FRESA 4 FILOS 1/8 Pulgadas POLAND,1,UNIDAD,ACCESORIOS,24/02/2022,306,COR,
AC875,CANASTA PARA PANTRY MIBER 4 1/2 ACERO INOX,32,UNIDAD,ACCESORIOS,28/08/2020,354.4,COR,
AC886,REGULADOR CON FLUJOMETRO PARA OXIGENO MEDIC O 0-15 LPM,1,UNIDAD,ACCESORIOS,04/07/2020,"3,096.00",COR,
AC887,CANULA NASAL,15,UNIDAD,ACCESORIOS,24/07/2021,"1,685.46",COR,
AC888,VASO HUMEDIFICADOR PARA OXIGENO,14,UNIDAD,ACCESORIOS,24/07/2021,"1,534.86",COR,
AC890,ARANDELA PLANA METRICA M16,"1,292.00",UNIDAD,ACCESORIOS,08/07/2020,4.41,COR,
AC891,ARANDELA PRESION METRICA M16,"1,046.00",UNIDAD,ACCESORIOS,08/07/2020,1.7,COR,
AC897,EXTRACTOR HAE-300,2,UNIDAD,ACCESORIOS,10/07/2020,640.56,COR,
AC900,BATERIA TIPO D,12,PAR,ACCESORIOS,16/07/2025,160.143,COR,
AC922,VALVULA DE NEOMATICO 264-8214,2,UNIDAD,ACCESORIOS,14/08/2020,"1,749.26",COR,
AC930,TRAMPA PARA RATAS SIDEKICK SK4500,170,UNIDAD,ACCESORIOS,23/07/2025,120,COR,
AC935,FORMATO ORDEN DE SALIDA PRODUCTOS TERMINADOS,45,BLOCK,ACCESORIOS,31/07/2025,45,COR,
AC936,TONER HP - CF500A,6,UNIDAD,ACCESORIOS,04/11/2021,65,USD,
AC939,JABONERA EMPOTRABLE,1,UNIDAD,ACCESORIOS,15/10/2020,220,COR,
AC940,BASE PARA LAVAMANOS,1,UNIDAD,ACCESORIOS,15/10/2020,750,COR,
AC941,KIT DE REPARAVION PARA LAVAMANOS,1,UNIDAD,ACCESORIOS,15/10/2020,700,COR,
AC944,BOLSA 9X14,200,UNIDAD,ACCESORIOS,29/05/2025,1.374,COR,
AC946,BOLSA 14X24,300,UNIDAD,ACCESORIOS,19/05/2022,0.089,USD,
AC947,PALO PARA LAMPAZO,2,UNIDAD,ACCESORIOS,12/09/2025,112.07,COR,
AC955,VIDRIO ESC. CLARO DE 5mm (0.860x0.100) MTS,10,UNIDAD,ACCESORIOS,12/11/2020,63.5,COR,
AC957,TONER HP CF-226A,3,UNIDAD,ACCESORIOS,18/07/2025,"5,946.35",COR,
AC958,NOTAS ADHESIVAS,600,UNIDAD,ACCESORIOS,07/02/2024,18.1,COR,
AC969,PAPEL AISLANTE NOMEX #15,23,UNIDAD,ACCESORIOS,30/09/2025,748.217,COR,
AC972,PAPEL AISLANTE NOMEX #09,18,UNIDAD,ACCESORIOS,10/09/2025,557.75,COR,
AC980,HOJAS PLASTICAS,6,PAQUETE,ACCESORIOS,08/12/2022,80.55,COR,
AC983,MANGUERA MULTIPROPÓSITO DE 1/2 Pulgadas,30,UNIDAD,ACCESORIOS,19/12/2020,41.3,COR,
AC984,TURBINE O&M MANUALS WITH 4 CDs,4,UNIDAD,ACCESORIOS,26/12/2020,"1,522.34",COR,
AC987,LIJA DE TELA #50 NORTON,10,UNIDAD,ACCESORIOS,06/01/2022,28.175,COR,
AC989,MARCADOR ACRILICO,24,UNIDAD,ACCESORIOS,12/09/2025,25.2,COR,
AC994,HIDROTERMOMETRO DE PARED S-DHT,6,UNIDAD,ACCESORIOS,15/01/2021,511.7,COR,
AF004,HORNO DE MICROONDAS MARCA SAMSUNG,3,UNIDAD,ACTIVO FIJO,20/06/2025,"5,519.94",COR,
AF008,COMPRESOR DE AIRE PARA LLANTAS ED16-111,2,UNIDAD,ACTIVO FIJO,, -   ,,
AF010,ARMARIO METALICO 1600x1200x400,1,UNIDAD,ACTIVO FIJO,, -   ,,
AF011,BOMBA HEGA 05006-3AM,1,UNIDAD,ACTIVO FIJO,, -   ,,
AF020,CODIFICADOR ANSER U2 PROS MOBILE,1,UNIDAD,ACTIVO FIJO,04/04/2022,"87,423.00",COR,
AF036,EVAPORADOR PISO/TECHO 60KBTU 230/1/60 R-22/R-4,1,UNIDAD,ACTIVO FIJO,10/09/2025,"21,725.94",COR,
AF076,GENERADOR GOOD YEAR GY701ES,1,UNIDAD,ACTIVO FIJO,06/03/2023,"1,000.00",USD,
AF139,CONDENSADOR DE AIRE ACONDICIONADO DE 60000 BTU,1,UNIDAD,ACTIVO FIJO,10/09/2025,"39,795.82",COR,
AF149,LAPTOP DELL LATITUDE 3550,1,UNIDAD,ACTIVO FIJO,29/10/2025,"38,999.00",COR,
AF153,EVAPORADOR 18K BTU 220V/60HZ,1,UNIDAD,ACTIVO FIJO,04/10/2025,"5,984.94",COR,
AF154,CONDENSADOR 18K BTU,1,UNIDAD,ACTIVO FIJO,04/10/2025,"13,639.58",COR,
AL001,ACEITE 2 TIEMPO - STHIL,26,LITROS,ACEITE Y LUBRICANTES,22/07/2025,287.997,COR,
AL007,GRASA SKF,2,CUBETA,ACEITE Y LUBRICANTES,23/04/2024,"7,662.86",COR,
AL013,ACEITE  DEO 15W40,543.08,LITROS,ACEITE Y LUBRICANTES,26/05/2025,159.822,COR,
AL020,ACEITE  SPIRAX S2 80W90,463,LITROS,ACEITE Y LUBRICANTES,30/04/2021,1.829,USD,
